Group Name,Occupation,Country,Expertise areas,Previous Involvement,Previous Training in Teaching,Previous Experience in Teaching
,librarian,US,Library and information science,learner,Other,Primary instructor for a full course
,postdoc,AU,"Genetics, genomics, bioinformatics, High performance computing",helper,A workshop,Other
,support,ZA,"Chemistry, Computer science/electrical engineering, Education, High performance computing",learner,A certification or short course,Primary instructor for a full course
,postdoc,CA,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A workshop,Primary instructor for a full course
,grad,AU,Computer science/electrical engineering,learner,A full degree,None
,postdoc,ZA,"Mathematics/statistics, Physics",learner,None,Primary instructor for a full course
,support,ZA,,organizer,None,A few hours
,postdoc,US,"Genetics, genomics, bioinformatics","helper, host, organizer",A certification or short course,Primary instructor for a full course
,grad,US,Computer science/electrical engineering,,A few hours,Primary instructor for a full course
group_name,support,AU,Social sciences,organizer,Other,Primary instructor for a full course
,faculty,AU,Library and information science,,A workshop,Primary instructor for a full course
,research,AU,"Genetics, genomics, bioinformatics, Mathematics/statistics","helper, learner",None,A few hours
,postdoc,US,"Chemistry, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",learner,A few hours,A few hours
,postdoc,US,"Physics, Space sciences","helper, host",A few hours,Primary instructor for a full course
group_name,support,AU,"High performance computing, Organismal biology (ecology, botany, zoology, microbiology)",helper,None,A few hours
,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)",,A workshop,A few hours
,grad,IN,"Civil, mechanical, chemical, or nuclear engineering, High performance computing",,None,A few hours
,postdoc,IT,"Chemistry, Computer science/electrical engineering, Genetics, genomics, bioinformatics, High performance computing, Mathematics/statistics, Medicine, Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
,faculty,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",,None,Primary instructor for a full course
,librarian,US,"Humanities, Library and information science",helper,None,None
,faculty,US,"Planetary sciences (geology, climatology, oceanography, etc.)",learner,A workshop,Primary instructor for a full course
,support,US,"Humanities, Library and information science",learner,None,Other
,research,US,"Chemistry, Genetics, genomics, bioinformatics, Mathematics/statistics, Medicine",,None,Other
,grad,CA,Physics,,None,Primary instructor for a full course
,research,CA,"Genetics, genomics, bioinformatics",,None,Other
,research,CA,"Computer science/electrical engineering, High performance computing, Physics",,None,Other
,postdoc,DE,"High performance computing, Mathematics/statistics, Physics, Planetary sciences (geology, climatology, oceanography, etc.)",learner,A workshop,A few hours
,grad,US,"Organismal biology (ecology, botany, zoology, microbiology)",learner,A certification or short course,Primary instructor for a full course
,postdoc,GB,,,None,None
,grad,AU,"Computer science/electrical engineering, Education, Genetics, genomics, bioinformatics","helper, instructor, learner",None,A few hours
,postdoc,AU,"Computer science/electrical engineering, High performance computing, Social sciences",,A certification or short course,Primary instructor for a full course
,grad,AU,"Genetics, genomics, bioinformatics","helper, learner",None,Primary instructor for a full course
,grad,AU,Chemistry,,None,None
,grad,AU,Psychology/neuroscience,,None,None
,,BR,"Computer science/electrical engineering, Mathematics/statistics",,None,Other
,support,US,"Genetics, genomics, bioinformatics","helper, learner, contributor",None,None
,grad,US,"Genetics, genomics, bioinformatics, Mathematics/statistics",,None,A few hours
,grad,AU,"Computer science/electrical engineering, Mathematics/statistics",learner,A few hours,Primary instructor for a full course
group_name,,US,"Computer science/electrical engineering, Library and information science","helper, instructor",None,None
,grad,US,"Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Other
,,US,Economics/business,"helper, learner",None,Primary instructor for a full course
,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",learner,None,Other
,postdoc,US,"Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",learner,Other,Other
,,BR,"Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",,None,Primary instructor for a full course
group_name,support,US,"Civil, mechanical, chemical, or nuclear engineering, Computer science/electrical engineering, Education, Humanities",helper,A full degree,Other
,postdoc,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Mathematics/statistics",,None,None
,undisclosed,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Psychology/neuroscience",learner,Other,Primary instructor for a full course
group_name,librarian,US,"Library and information science, Organismal biology (ecology, botany, zoology, microbiology), Planetary sciences (geology, climatology, oceanography, etc.)",learner,A workshop,Primary instructor for a full course
,grad,US,"Computer science/electrical engineering, Genetics, genomics, bioinformatics, Organismal biology (ecology, botany, zoology, microbiology)",,A few hours,Primary instructor for a full course
,support,US,"Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",helper,A certification or short course,Other
,faculty,US,"Education, Mathematics/statistics, Social sciences",,Other,Primary instructor for a full course
,postdoc,US,"Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)","helper, instructor",None,None
,postdoc,US,"Chemistry, Organismal biology (ecology, botany, zoology, microbiology)",learner,A certification or short course,Primary instructor for a full course
,postdoc,US,"Humanities, Organismal biology (ecology, botany, zoology, microbiology)","learner, contributor",Other,Primary instructor for a full course
,research,CA,"Genetics, genomics, bioinformatics, Mathematics/statistics, Organismal biology (ecology, botany, zoology, microbiology)",,A certification or short course,Primary instructor for a full course
,,DE,"Computer science/electrical engineering, Genetics, genomics, bioinformatics",,A few hours,Primary instructor for a full course
,faculty,US,"Chemistry, Physics",,Other,Other
,research,SG,"Genetics, genomics, bioinformatics, Mathematics/statistics",,A few hours,A few hours
,support,ES,"Computer science/electrical engineering, High performance computing",learner,None,A few hours
