Date,WhenTaking,MemberSite,MemberSiteOther,UniqueID,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,NewInformation,LiveCodingPostAbility,WebsitePostAbility,ConceptMapsPostAbility,MCQPostAbility,LearningObjectivesPostAbility,KnowledgeFormativeAssessmentPost,KnowledgeFeedbackPost,KnowledgeNovicePost,KnowledgeHumanMemoryPost,KnowledgeCognitiveLoadPost,KnowledgeCarpentriesPost,KnowledgeMotivationStrategiesPost,MotivationFormativeAssessmentPost,MotivationFeedbackPost,MotivationNovicePost,MotivationHumanMemoryPost,MotivationCognitiveLoadPost,MotivationCarpentriesPost,MotivationMotivationStrategiesPost,CompleteTraining,CompleteTrainingOther,LikelyToRecommend,Workshop ID
9/20/16 15:33,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,SC R instructor training Cambridge UK,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly slow,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
9/20/16 14:14,"I have recently completed the training, and am taking it after I left the event",My training event is not listed,2016-09-19-ttt-cambridge,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
9/20/16 11:15,"I have just completed the training, and am taking it at the event",My training event is not listed,Sept 19-20 Cambridge,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
9/20/16 10:35,"I have just completed the training, and am taking it at the event",My training event is not listed,Sept 19-20 Cambridge,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
9/20/16 10:34,"I have just completed the training, and am taking it at the event",My training event is not listed,Sept 19-20 Cambridge,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
9/20/16 10:32,"I have just completed the training, and am taking it at the event",My training event is not listed,Sept 19-20 Cambridge,,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,7,
9/20/16 10:24,"I have just completed the training, and am taking it at the event",My training event is not listed,Sept 19-20 Cambridge,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,Often,All of the time,,,,,,,,,,,,,,,,,,,,,,,,
8/8/16 8:07,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly fast,Too much hands-on,Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
8/5/16 20:16,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,Often,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/29/16 12:35,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/25/16 13:53,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/22/16 12:09,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,Often,Some of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,7,
7/20/16 0:19,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/19/16 0:26,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,Often,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
7/18/16 12:40,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much hands-on,All of the time,All of the time,All of the time,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/17/16 18:12,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,Often,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/17/16 0:21,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Slightly too much lecture,Often,Often,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/16/16 14:43,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,Often,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
7/15/16 15:43,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/15/16 13:26,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/15/16 12:39,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/15/16 12:16,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
7/15/16 11:17,"I have recently completed the training, and am taking it after I left the event",SciPy - July 11-12th 2016,,,Agree,Agree,Agree,Agree,Agree,Agree,Just right,Slightly too much lecture,Sometimes,All of the time,Often,Often,,,,,,,,,,,,,,,,,,,,,,,,
7/15/16 10:54,"I have just completed the training, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/16 14:33,"I have recently completed the training, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/17 17:36,"I have recently completed the training, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/16 10:22,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,,,,,,,,,,,,,,,,,,,,,,,,
7/1/16 10:25,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:23,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,Often,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
7/1/16 10:25,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Just right,Balanced (lecture/hands-on),Often,Often,Sometimes,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:28,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,8,
7/1/16 10:24,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:20,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Some of it,,,,,,,,,,,,,,,,,,,,Other (please specify),"Yes, but second time taking course",9,
7/1/16 10:23,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:20,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,Often,Often,Often,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
7/1/16 10:20,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:20,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:22,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,Often,About half of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
7/1/16 10:20,"I have just completed the training, and am taking it at the event",Oslo - June 30th - July 1st 2016,,,Disagree,Agree,Agree,Agree,Agree,Agree,Slightly fast,Slightly too much lecture,Often,Often,Often,Often,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
6/24/16 18:59,"I have recently completed the training, and am taking it after I left the event",University of Arizona - June 8-9th 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
6/22/16 16:17,"I have recently completed the training, and am taking it after I left the event",University of Arizona - June 8-9th 2016,,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
6/16/16 0:36,"I have recently completed the training, and am taking it after I left the event",University of Arizona - June 8-9th 2016,,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Slightly too much lecture,Often,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,9,
6/13/16 17:12,"I have recently completed the training, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/16 15:16,"I have recently completed the training, and am taking it after I left the event",University of Arizona - June 8-9th 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
6/10/16 13:57,"I have recently completed the training, and am taking it after I left the event",University of Arizona - June 8-9th 2016,,,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Just right,Slightly too much lecture,Often,All of the time,All of the time,Often,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,7,
6/9/16 17:00,"I have just completed the training, and am taking it at the event",Online - June 8-9th 2016,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,8,
6/9/16 15:40,"I have just completed the training, and am taking it at the event",Online - June 8-9th 2016,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,About half of it,,,,,,,,,,,,,,,,,,,,Could use some more details,,10,
6/9/16 15:33,"I have just completed the training, and am taking it at the event",Online - June 8-9th 2016,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,Most of it,,,,,,,,,,,,,,,,,,,,"Yes, I understand",,10,
